Causa de muerte;Sexo;Edad;Periodo;Total
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1997;10.525
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1996;10.592
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1995;10.709
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1994;10.388
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1993;10.313
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1992;9.899
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1991;10.466
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1990;10.331
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1989;10.100
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1988;10.037
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1987;9.867
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1986;9.739
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1985;9.531
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1984;9.348
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1983;8.984
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1982;8.384
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1981;8.179
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Total;Todas las edades;1980;7.847
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2020;8.555
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2019;7.483
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2018;7.561
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2017;7.629
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2016;7.185
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2015;8.112
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2014;7.582
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2013;7.143
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2012;7.568
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2011;7.542
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2010;7.442
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2009;7.416
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2008;7.316
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2007;7.234
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2006;7.027
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2005;7.564
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2004;7.250
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2003;7.352
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2002;7.144
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2001;6.817
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;2000;6.693
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1999;7.027
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1998;6.937
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1997;6.559
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1996;6.680
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1995;6.785
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1994;6.640
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1993;6.589
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1992;6.346
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1991;6.744
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1990;6.613
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1989;6.535
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1988;6.577
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1987;6.380
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1986;6.378
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1985;6.254
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1984;5.926
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1983;5.861
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1982;5.468
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1981;5.316
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Mujeres;Todas las edades;1980;5.071
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2020;6.735
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2019;5.868
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2018;5.904
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2017;5.667
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2016;5.515
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2015;5.953
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2014;5.431
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2013;5.063
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2012;5.256
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2011;5.247
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2010;5.156
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2009;5.046
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2008;5.021
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2007;5.003
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2006;4.496
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2005;4.857
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2004;4.668
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2003;4.795
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2002;4.449
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2001;4.406
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;2000;4.199
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1999;4.355
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1998;4.273
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1997;3.966
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1996;3.912
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1995;3.924
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1994;3.748
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1993;3.724
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1992;3.553
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1991;3.722
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1990;3.718
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1989;3.565
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1988;3.460
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1987;3.487
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1986;3.361
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1985;3.277
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1984;3.422
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1983;3.123
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1982;2.916
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1981;2.863
044-045  IV.Enfermedades endocrinas, nutricionales y metabolicas;Hombres;Todas las edades;1980;2.776
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2020;21.697
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2019;22.896
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2018;22.376
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2017;21.722
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2016;20.980
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2015;21.333
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2014;18.706
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2013;16.977
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2012;17.145
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2011;15.276
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2010;14.821
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2009;14.456
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2008;13.040
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2007;12.310
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2006;12.107
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2005;12.539
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2004;11.878
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2003;13.072
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2002;11.682
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2001;11.346
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;2000;11.149
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1999;11.520
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1998;11.796
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1997;10.795
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1996;10.230
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1995;9.393
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1994;8.479
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1993;7.494
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1992;6.802
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1991;6.476
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1990;5.443
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1989;4.404
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1988;3.495
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1987;3.034
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1986;2.474
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1985;2.082
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1984;1.697
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1983;1.486
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1982;968
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1981;985
046-049  V.Trastornos mentales y del comportamiento;Total;Todas las edades;1980;900
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2020;14.547
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2019;15.021
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2018;14.771
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2017;14.314
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2016;13.828
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2015;14.151
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2014;12.363
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2013;11.205
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2012;11.323
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2011;10.056
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2010;9.763
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2009;9.541
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2008;8.624
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2007;8.100
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2006;7.934
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2005;8.383
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2004;7.812
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2003;8.744
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2002;7.750
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2001;7.532
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;2000;7.385
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1999;7.559
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1998;7.718
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1997;7.092
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1996;6.600
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1995;6.080
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1994;5.385
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1993;4.801
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1992;4.262
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1991;4.121
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1990;3.327
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1989;2.567
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1988;2.018
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1987;1.776
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1986;1.387
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1985;1.143
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1984;887
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1983;735
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1982;434
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1981;427
046-049  V.Trastornos mentales y del comportamiento;Mujeres;Todas las edades;1980;375
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2020;7.150
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2019;7.875
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2018;7.605
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2017;7.408
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2016;7.152
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2015;7.182
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2014;6.343
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2013;5.772
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2012;5.822
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2011;5.220
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2010;5.058
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2009;4.915
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2008;4.416
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2007;4.210
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2006;4.173
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2005;4.156
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2004;4.066
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2003;4.328
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2002;3.932
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2001;3.814
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;2000;3.764
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1999;3.961
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1998;4.078
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1997;3.703
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1996;3.630
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1995;3.313
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1994;3.094
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1993;2.693
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1992;2.540
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1991;2.355
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1990;2.116
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1989;1.837
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1988;1.477
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1987;1.258
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1986;1.087
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1985;939
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1984;810
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1983;751
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1982;534
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1981;558
046-049  V.Trastornos mentales y del comportamiento;Hombres;Todas las edades;1980;525
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2020;27.508
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2019;26.120
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2018;26.279
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2017;26.345
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2016;25.236
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2015;25.835
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2014;23.394
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2013;21.486
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2012;22.089
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2011;20.254
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2010;19.285
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2009;18.780
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2008;17.496
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2007;16.723
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2006;15.721
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2005;15.697
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2004;14.123
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2003;14.813
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2002;12.512
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2001;11.677
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;2000;10.476
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1999;10.303
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1998;7.927
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1997;7.027
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1996;6.631
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1995;6.270
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1994;5.933
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1993;5.388
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1992;4.923
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1991;5.027
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1990;4.648
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1989;4.326
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1988;4.210
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1987;3.870
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1986;3.524
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1985;3.446
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1984;3.223
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1983;3.381
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1982;3.247
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1981;3.133
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Total;Todas las edades;1980;3.402
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2020;16.920
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2019;15.832
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2018;15.960
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2017;16.201
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2016;15.460
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2015;15.947
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2014;14.475
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2013;13.126
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2012;13.665
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2011;12.418
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2010;11.717
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2009;11.475
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2008;10.688
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2007;10.296
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2006;9.507
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2005;9.531
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2004;8.493
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2003;9.006
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2002;7.400
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2001;6.819
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;2000;6.084
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1999;5.852
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1998;4.279
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1997;3.833
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1996;3.483
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1995;3.301
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1994;3.058
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1993;2.716
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1992;2.468
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1991;2.513
050-052  VI-VIII.Enfermedades del sistema nervioso y de los organos de los sentidos;Mujeres;Todas las edades;1990;2.254
